month,day,year,capture_time,release_time,band_number,species,age,sex,wing_mm,weight_g,culmen_mm,hallux_mm,tail_mm,standard_tail_mm,tarsus_mm,wing_pit_fat,keel_fat,crop
10,8,1999,13:39, ,2003-99309,Sharp-shinned,Adult,Female,200,175,12.3,15.6,155,152,NA,NA,3,NA
10,11,1999,11:13, ,2003-99310,Sharp-shinned,Imature,Female,192,170,12.4,15.5,159,150,NA,NA,4,NA
10,11,1999,13:11, ,1142-19214,Sharp-shinned,Adult,Male,167,100,10,11.3,132,131,NA,NA,4,NA
10,11,1999,15:00, ,1177-04699,Red-tailed,Imature,NA,370,1060,26.6,31.9,225,220,NA,NA,2,Empty
10,11,1999,15:00, ,1142-19215,Sharp-shinned,Adult,Male,162,110,10,11.8,130,131,NA,NA,3,Full
10,12,1999,11:05, ,1177-04602,Red-tailed,Imature,NA,363,850,25.5,30,220,216,NA,NA,0,Empty
10,12,1999,11:20, ,1177-04603,Red-tailed,Imature,NA,371,1145,25.5,10.3,215,214,NA,NA,2,Full
10,13,1999,9:01, ,2003-99311,Sharp-shinned,Adult,Female,199,165,12.5,15.7,161,155,NA,NA,4,Full
10,14,1999,9:23, ,1177-04604,Red-tailed,Imature,NA,386,1090,26.1,28.2,226,225,NA,NA,2,NA
10,14,1999,9:52, ,1207-72620,Red-tailed,Imature,NA,400,1345,32.6,33.9,227,233,NA,NA,3,NA
10,14,1999,13:15, ,1177-04605,Red-tailed,Imature,NA,390,1050,26.6,29,236,232,NA,NA,1,Full
10,14,1999,13:49, ,2003-99312,Sharp-shinned,Adult,Female,199,200,12.5,14.9,169,156,NA,NA,3,Full
10,14,1999,14:45, ,1705-24639,Coopers,Adult,Female,254,505,19.6,24,212,209,NA,NA,3,NA
10,15,1999,10:08, ,1177-14606,Red-tailed,Adult,NA,382,1040,27.1,30.8,210,203,NA,NA,1,Empty
10,15,1999,10:50, ,803-05929,Sharp-shinned,Adult,Female,196,155,12.7,14.3,164,154,NA,NA,4,Empty
10,15,1999,11:29, ,1177-04607,Red-tailed,Imature,NA,354,965,26.2,28.5,226,222,NA,NA,2,Empty
10,15,1999,12:27, ,1177-04608,Red-tailed,Imature,NA,403,1105,28.9,33.2,242,236,NA,NA,1,Empty
10,15,1999,13:35, ,2003-99313,Sharp-shinned,Imature,Female,194,155,12.6,13.7,153,149,NA,NA,0,NA
10,15,1999,14:08, ,1177-04609,Red-tailed,Imature,NA,375,1045,27.2,30,221,214,NA,NA,2,Full
10,15,1999,14:39, ,1807-53131,Red-tailed,Imature,NA,369,900,24.4,27.3,220,212,NA,NA,2,Empty
10,15,1999,15:33, ,1177-04610,Red-tailed,Imature,NA,368,1015,25.7,30.3,219,216,NA,NA,2,Empty
10,16,1999,13:05, ,1177-04611,Red-tailed,Adult,NA,393,1385,27.9,32.6,225,222,NA,NA,2,Empty
10,20,1999,11:28, ,1177-04612,Red-tailed,Imature,NA,370,1165,26,31.5,221,212,NA,NA,2,NA
10,20,1999,13:07, ,1177-04613,Red-tailed,Imature,NA,378,905,28,32.3,215,216,NA,NA,0,Empty
10,21,1999,11:50, ,1177-04614,Red-tailed,Imature,NA,369,985,26,31.1,223,228,NA,NA,2,Empty
10,21,1999,13:56, ,1807-53132,Red-tailed,Imature,NA,364,800,25.5,28.6,219,211,NA,NA,2,Empty
10,22,1999,9:40, ,1177-06415,Red-tailed,Imature,NA,387,995,26.9,31.4,235,226,NA,NA,2,Empty
10,23,1999,10:40, ,1207-72621,Red-tailed,Adult,NA,410,1460,29.4,33.6,216,221,NA,NA,2,Full
10,23,1999,11:39, ,2003-99314,Sharp-shinned,Imature,Female,194,165,11.9,14.1,151,158,NA,NA,3,Empty
10,25,1999,14:00, ,1207-72622,Red-tailed,Adult,NA,410,1585,30.6,39.8,130,251,NA,NA,3,Empty
10,27,1999,11:48, ,803-05930,Sharp-shinned,Adult,Female,194,185,13.1,15.5,154,163,NA,NA,1,Empty
10,27,1999,12:55, ,1177-04616,Red-tailed,Imature,NA,373,920,25,28.3,223,226,NA,NA,2,Empty
11,1,1999,12:55, ,1207-72623,Red-tailed,Imature,NA,390,1460,29.3,35.6,221,234,NA,NA,1,NA
11,2,1999,10:00, ,1207-72624,Red-tailed,Adult,NA,404,1315,30,32.5,220,245,NA,NA,1,Empty
11,2,1999,11:35, ,1177-04617,Red-tailed,Imature,NA,375,1019,26,29.9,186,205,NA,NA,0,Full
11,3,1999,10:27, ,1207-72625,Red-tailed,Imature,NA,395,1215,29.7,31.3,217,223,NA,NA,2,Empty
11,3,1999,14:30, ,1177-04618,Red-tailed,Imature,NA,379,1005,27.8,31.4,209,224,NA,NA,1,Empty
11,4,1999,12:15, ,1207-72626,Red-tailed,Imature,NA,382,1350,27.9,29.9,215,217,NA,NA,2,Empty
11,4,1999,14:00, ,1207-72627,Red-tailed,Imature,NA,404,1145,27.7,31.8,214,226,NA,NA,1,Empty
11,5,1999,10:48, ,2003-99315,Sharp-shinned,Adult,Female,205,175,12.25,15.5,169,164,NA,NA,4,Empty
11,5,1999,14:10, ,1177-04619,Red-tailed,Adult,NA,377,1010,25.4,29,207,214,NA,NA,0,NA
11,6,1999,11:54, ,2003-99316,Sharp-shinned,Imature,Male,184,155,12,14.9,153,157,NA,NA,3,Empty
11,8,1999,12:25, ,1177-04620,Red-tailed,Imature,NA,390,1120,26.6,30,210,225,NA,NA,1,NA
11,9,1999,10:25, ,1177-14621,Red-tailed,Adult,NA,404,280,28.2,31.55,224,226,NA,NA,3,Empty
11,10,1999,10:15, ,1177-04622,Red-tailed,Imature,NA,351,775,25.4,29.3,200,215,NA,NA,1,Empty
11,10,1999,12:45, ,1207-72628,Red-tailed,Imature,NA,394,1210,29.4,31.7,207,227,NA,NA,2,Empty
11,10,1999,1:15, ,1142-19227,Sharp-shinned,Adult,Male,175,107,10,11.4,137,146,NA,NA,1,Empty
11,12,1999,13:50, ,1807-53133,Red-tailed,Adult,NA,372,909,24.4,25.4,212,216,NA,NA,2,NA
11,13,1999,10:30, ,1142-19228,Sharp-shinned,Imature,Male,169,95,10,11.85,132,144,NA,NA,2,Empty
11,13,1999,11:30, ,1177-04623,Red-tailed,Imature,NA,376,1145,25.1,31.55,226,234,NA,NA,2,NA
11,13,1999,12:05, ,1177-04624,Red-tailed,Imature,NA,399,1150,27.2,29.55,232,243,NA,NA,2,Empty
11,17,1999,13:11, ,1207-72629,Red-tailed,Imature,NA,399,1560,30,33.85,228,232,NA,NA,3,Full
11,19,1999,9:58, ,1177-04625,Red-tailed,Imature,NA,357,940,23.6,28.35,205,212,NA,NA,3,Empty
9,7,2000,10:30, ,2003-94317,Sharp-shinned,Imature,Female,195,145,11.7,14.6,155,160,NA,NA,4,Empty
9,7,2000,13:25, ,1207-22630,Red-tailed,Imature,NA,400,1089,27.3,33.1,228,238,NA,NA,1,NA
9,9,2000,9:29, ,1207-72631,Red-tailed,Imature,NA,382,1194,29.4,33.8,237,234,NA,NA,1,Empty
9,9,2000,9:38, ,1142-18229,Sharp-shinned,Imature,Male,161,95,10.1,11.3,135,129,NA,NA,4,Empty
9,13,2000,9:35, ,1177-04626,Red-tailed,Imature,NA,390,1015,28,30.1,230,220,NA,NA,2,Empty
9,13,2000,10:35, ,1177-04627,Red-tailed,Imature,NA,379,975,24.1,29.1,219,227,NA,NA,2,Empty
9,13,2000,11:35, ,1177-04628,Red-tailed,Imature,NA,376,1035,26.8,30.5,223,234,NA,NA,2,NA
9,13,2000,12:10, ,1177-04629,Red-tailed,Adult,NA,331,1055,27,30.4,210,223,NA,NA,2,Full
9,13,2000,14:02, ,1177-04630,Red-tailed,Imature,NA,371,945,26.1,30.2,222,226,NA,NA,1,Empty
9,14,2000,11:34, ,1213-58902,Sharp-shinned,Imature,Male,160,90,11,11.8,124,129,NA,NA,3,NA
9,15,2000,14:12, ,1177-04631,Red-tailed,Imature,NA,361,785,25.2,28.7,201,211,NA,NA,1,NA
9,16,2000,12:23, ,1705-37411,Coopers,Adult,Female,268,56,19.3,26.1,206,223,NA,NA,3,NA
9,18,2000,12:05, ,1207-72632,Red-tailed,Imature,NA,394,1220,30.3,34.5,234,234,NA,NA,1,Empty
9,18,2000,12:35, ,2003-99318,Sharp-shinned,Adult,Female,191,175,13,15.3,149,154,NA,NA,4,NA
9,18,2000,13:39, ,1207-77633,Red-tailed,Adult,NA,358,1025,27.4,29,204,201,NA,NA,1,Full
9,18,2000,14:33, ,1177-04632,Red-tailed,Imature,NA,380,1000,26.9,29,204,217,NA,NA,3,Full
9,21,2000,10:40, ,803-05931,Sharp-shinned,Adult,Female,188,175,12.1,14.2,154,150,NA,NA,4,Empty
9,21,2000,11:35, ,1207-72634,Red-tailed,Imature,NA,397,1210,28.3,34,224,219,NA,NA,2,NA
9,21,2000,12:58, ,803-05932,Sharp-shinned,Adult,Female,196,180,13.1,13.9,150,160,NA,NA,4,Full
9,21,2000,13:32, ,803-05933,Sharp-shinned,Adult,Female,190,175,12.8,14.6,147,149,NA,NA,4,NA
9,22,2000,13:34, ,1142-19230,Sharp-shinned,Imature,Male,161,90,9.8,11.1,130,136,NA,NA,3,NA
9,25,2000,9:50, ,1705-37412,Coopers,Adult,Female,145,320,16.5,20.5,180,196,NA,NA,1,NA
9,25,2000,12:06, ,1207-72635,Red-tailed,Imature,NA,392,1185,28.5,33,229,234,NA,NA,2,Empty
9,25,2000,12:20, ,803-05934,Sharp-shinned,Imature,Female,190,NA,11.9,14.6,153,160,NA,NA,2,NA
9,25,2000,13:18, ,1204-45869,Coopers,Imature,Male,230,350,16.4,21.3,187,206,NA,NA,2,Full
9,25,2000,14:52, ,1207-72636,Red-tailed,Adult,NA,406,NA,27,31.1,222,224,NA,NA,2,NA
9,26,2000,10:35, ,1177-04633,Red-tailed,Imature,NA,363,950,24.6,30.3,214,219,NA,NA,2,Empty
9,26,2000,11:40, ,1142-19231,Sharp-shinned,Imature,Male,162,85,10.1,11.4,132,137,NA,NA,2,Empty
9,26,2000,12:10, ,1177-04634,Red-tailed,Imature,NA,374,895,26.4,30.8,219,227,NA,NA,2,Empty
9,26,2000,12:40, ,1177-04635,Red-tailed,Imature,NA,412,1150,27.8,33.2,230,240,NA,NA,1,NA
9,26,2000,13:23, ,2206-35431,Coopers,Imature,Female,272,565,20.7,24,219,240,NA,NA,2,Empty
9,26,2000,14:25, ,1177-04636,Red-tailed,Imature,NA,388,950,26.5,32.2,230,235,NA,NA,2,Empty
9,27,2000,11:30, ,1177-04637,Red-tailed,Imature,NA,371,990,26.9,29.7,217,221,NA,NA,2,Empty
9,27,2000,12:20, ,1204-45870,Coopers,Imature,Male,225,325,15.8,18.7,179,187,NA,NA,2,NA
9,27,2000,13:00, ,1207-72637,Red-tailed,Imature,NA,391,1120,29,33.9,225,236,NA,NA,2,NA
9,28,2000,14:30, ,1142-19232,Sharp-shinned,Imature,Male,163,90,9.8,11.5,123,131,NA,NA,3,NA
9,29,2000,10:25, ,1207-72638,Red-tailed,Imature,Female,410,1120,28.5,33.6,229,237,NA,NA,2,NA
9,29,2000,11:47, ,1177-04638,Red-tailed,Imature,NA,368,820,25.2,28.7,215,205,NA,NA,2,Empty
9,29,2000,13:00, ,1177-04639,Red-tailed,Imature,Female,410,1200,26.7,29.4,247,255,NA,NA,2,Empty
9,29,2000,13:30, ,1207-74639,Red-tailed,Adult,Female,425,1120,29.4,33.3,222,227,NA,NA,2,Empty
9,30,2000,13:30, ,1177-04640,Red-tailed,Imature,NA,368,1120,24.7,30.8,220,224,NA,NA,2,Full
9,30,2000,15:01, ,1207-74640,Red-tailed,Imature,NA,392,1220,27.3,34.1,234,237,NA,NA,1,Empty
10,1,2000,14:00, ,1705-37413,Sharp-shinned,Imature,Male,250,470,18.9,25.3,192,195,NA,NA,1,Empty
10,1,2000,14:50, ,1207-72641,Red-tailed,Imature,NA,418,1310,29.1,31.9,248,255,NA,NA,2,NA
10,2,2000,13:20, ,1177-04641,Red-tailed,Imature,NA,370,920,26.8,29.7,221,223,NA,NA,3,Empty
10,3,2000,10:52, ,1142-19233,Sharp-shinned,Adult,Male,170,100,10.9,12.2,132,136,NA,NA,2,NA
10,3,2000,14:05, ,803-05935,Sharp-shinned,Adult,Female,203,180,13.2,15.6,162,164,NA,NA,3,Full
10,4,2000,10:40, ,1177-04642,Red-tailed,Adult,NA,370,955,26.5,30.5,218,223,NA,NA,2,Empty
10,4,2000,11:56, ,1207-72642,Red-tailed,Adult,NA,408,1225,28.8,32.7,225,225,NA,NA,2,Empty
10,6,2000,12:59, ,1207-72643,Red-tailed,Adult,NA,393,1400,27.9,35.3,215,221,NA,NA,3,Empty
10,7,2000,9:55, ,1177-04643,Red-tailed,Imature,NA,365,1025,24.6,30.1,225,224,NA,NA,1,Empty
10,7,2000,10:27, ,1207-72644,Red-tailed,Imature,NA,405,1140,28.2,31.9,244,249,NA,NA,1,Empty
10,7,2000,10:43, ,1207-72645,Red-tailed,Imature,NA,381,1080,26.1,31.6,232,233,NA,NA,0,Empty
10,7,2000,12:24, ,1177-04644,Red-tailed,Imature,NA,390,1135,27.6,31.1,238,239,NA,NA,2,Empty
10,7,2000,15:12, ,1207-72646,Red-tailed,Imature,NA,384,1430,29.8,35,231,235,NA,NA,1,NA
10,8,2000,12:25, ,1177-04645,Red-tailed,Imature,NA,390,1050,25.6,29.9,218,221,NA,NA,1,NA
10,8,2000,13:29, ,1177-04646,Red-tailed,Imature,NA,381,920,27,29.6,223,226,NA,NA,1,NA
10,9,2000,10:10, ,803-05936,Sharp-shinned,Adult,Female,194,175,12.4,14,152,152,NA,NA,4,Full
10,9,2000,14:00, ,1807-82702,Red-tailed,Imature,NA,371,905,23.6,26.8,197,204,NA,NA,3,NA
10,9,2000,14:26, ,1177-04647,Red-tailed,Imature,NA,356,915,26.4,28.9,195,204,NA,NA,2,Empty
10,9,2000,14:38, ,1177-04648,Red-tailed,Imature,NA,377,910,25,29,206,217,NA,NA,1,Empty
10,10,2000,13:57, ,1177-04649,Red-tailed,Imature,NA,362,950,25.4,29.7,213,215,NA,NA,2,NA
10,11,2000,12:21, ,1142-19234,Sharp-shinned,Adult,Male,165,105,10.1,11.8,127,132,NA,NA,4,Full
10,12,2000,10:10, ,1142-19235,Sharp-shinned,Adult,Male,155,100,9.3,11.8,122,130,NA,NA,4,NA
10,12,2000,13:35, ,1207-72647,Red-tailed,Imature,NA,400,1225,27.3,34.2,222,233,NA,NA,2,Empty
10,13,2000,9:33, ,1142-19236,Sharp-shinned,Adult,Male,161,105,10.4,12,124,138,NA,NA,2,Empty
10,13,2000,9:58, ,1207-72648,Red-tailed,Imature,NA,387,1090,27.9,32.4,227,227,NA,NA,2,Empty
10,13,2000,11:08, ,1207-72649,Red-tailed,Imature,NA,409,1350,30,32.7,235,245,NA,NA,2,Empty
10,13,2000,12:35, ,2003-99320,Sharp-shinned,Adult,Female,195,200,13,13.4,158,172,NA,NA,3,Full
10,13,2000,14:45, ,2003-99321,Sharp-shinned,Adult,Female,196,200,13.5,15.4,150,156,NA,NA,4,Empty
10,14,2000,11:35, ,1142-19237,Sharp-shinned,Adult,Male,169,100,10,11.7,133,135,NA,NA,3,Full
10,14,2000,12:07, ,1177-04650,Red-tailed,Imature,NA,385,940,26.2,30.5,228,235,NA,NA,2,Empty
10,14,2000,13:07, ,1807-82703,Red-tailed,Imature,NA,377,920,24.7,29.3,219,225,NA,NA,2,Empty
10,14,2000,13:12, ,1177-04651,Red-tailed,Imature,NA,400,1190,29.4,33.3,231,237,NA,NA,2,Empty
10,15,2000,12:50, ,1142-19238,Sharp-shinned,Imature,Male,164,90,9.4,10.7,127,132,NA,NA,3,Empty
10,16,2000,14:30, ,1142-19239,Sharp-shinned,Adult,Male,165,95,10.4,11.4,127,130,NA,NA,3,Empty
10,17,2000,15:03, ,1177-04652,Red-tailed,Imature,NA,363,915,25,28.3,209,219,NA,NA,2,Empty
10,18,2000,12:14, ,2206-35432,Coopers,Adult,Female,266,535,18.8,25.4,223,229,NA,NA,3,Empty
10,18,2000,14:28, ,1177-04653,Red-tailed,Imature,NA,403,1310,29.1,33.3,237,241,NA,NA,2,Empty
10,19,2000,12:14, ,1177-04654,Red-tailed,Imature,NA,375,950,26.9,30.1,210,211,NA,NA,2,Empty
10,19,2000,13:38, ,1142-09240,Sharp-shinned,Adult,Male,166,120,10.1,11.7,133,137,NA,NA,2,Full
10,20,2000,9:48, ,1177-04655,Red-tailed,Imature,NA,373,975,26.1,27.9,215,221,NA,NA,2,Empty
10,20,2000,11:46, ,1177-04656,Red-tailed,Imature,NA,373,990,27.9,31,217,219,NA,NA,2,Empty
10,20,2000,12:38, ,1142-09241,Sharp-shinned,Adult,Male,170,110,11.4,121,135,143,NA,NA,1,Full
10,20,2000,14:12, ,1177-04657,Red-tailed,Adult,NA,373,1270,26.5,29.6,207,210,NA,NA,2,Empty
10,20,2000,14:27, ,1807-82704,Red-tailed,Imature,NA,354,960,26,31,211,213,NA,NA,3,NA
10,20,2000,14:45, ,1207-72650,Red-tailed,Imature,NA,394,1290,28.8,30.7,225,232,NA,NA,2,Empty
10,21,2000,9:22, ,1142-09242,Sharp-shinned,Imature,Male,165,95,10.2,11.6,131,139,NA,NA,3,Empty
10,21,2000,13:57, ,1705-24640,Coopers,Adult,Female,261,505,19.2,25.1,203,203,NA,NA,2,Empty
10,21,2000,14:12, ,1177-04658,Red-tailed,Imature,NA,377,1045,26.9,31.5,223,225,NA,NA,2,Empty
10,25,2000,12:51, ,1177-04659,Red-tailed,Imature,NA,364,1090,27.1,30.3,218,223,NA,NA,2,Full
10,25,2000,13:45, ,1177-04660,Red-tailed,Imature,NA,385,1180,28.6,30,222,225,NA,NA,2,Empty
10,26,2000,9:21, ,1177-04661,Red-tailed,Imature,NA,390,1195,27.6,34.7,235,237,NA,NA,2,Empty
10,26,2000,10:53, ,1177-04662,Red-tailed,Adult,NA,383,1055,27.7,32.7,208,208,NA,NA,2,Empty
10,26,2000,12:53, ,1177-04663,Red-tailed,Imature,NA,365,1025,26.1,30.3,216,223,NA,NA,2,Empty
10,27,2000,10:49, ,803-05937,Sharp-shinned,Imature,Female,201,175,12,14.8,157,163,NA,NA,3,Empty
10,27,2000,13:15, ,1177-04664,Red-tailed,Imature,NA,376,940,25.1,31.7,217,220,NA,NA,2,Empty
10,27,2000,14:49, ,1207-72651,Red-tailed,Adult,NA,402,1335,28.3,33.3,219,217,NA,NA,2,NA
10,29,2000,9:45, ,1177-04665,Red-tailed,Imature,NA,394,1085,29.4,32.7,235,230,NA,NA,1,NA
10,29,2000,13:36, ,1204-45871,Coopers,Imature,Male,223,375,16.2,20.7,185,208,NA,NA,2,Full
10,30,2000,11:20, ,1177-04666,Red-tailed,Adult,NA,378,1090,28,30.9,212,217,NA,NA,2,NA
11,1,2000,12:08, ,1177-04667,Red-tailed,Imature,NA,369,995,26,28.2,211,225,NA,NA,2,Empty
11,1,2000,13:16, ,1177-04668,Red-tailed,Adult,NA,378,1090,28,30.7,201,209,NA,NA,1,NA
11,2,2000,9:55, ,1177-04669,Red-tailed,Adult,NA,262,1020,28,31.2,200,207,NA,NA,2,Empty
11,2,2000,10:28, ,1142-19243,Sharp-shinned,Imature,Male,165,100,10.6,12.1,137,150,NA,NA,4,Full
11,2,2000,12:47, ,1177-04670,Red-tailed,Adult,NA,379,1000,28.6,32.2,217,224,NA,NA,1,Empty
11,3,2000,9:42, ,1177-04671,Red-tailed,Imature,NA,380,1085,27.4,33.3,223,225,NA,NA,1,Empty
11,4,2000,11:20, ,1177-04672,Red-tailed,Adult,NA,380,1045,24.9,27,199,206,NA,NA,2,Empty
11,4,2000,13:10, ,1177-04673,Red-tailed,Imature,NA,393,1060,27.7,32.4,217,225,NA,NA,1,Empty
11,4,2000,13:24, ,1207-72652,Red-tailed,Adult,NA,389,1135,27.1,32.1,207,210,NA,NA,2,Empty
11,8,2000,10:31, ,1207-72653,Red-tailed,Imature,NA,395,1210,28.5,28.5,222,223,NA,NA,3,Empty
11,12,2000,13:50, ,2003-99233,Sharp-shinned,Imature,Female,207,185,13,14.3,163,172,NA,NA,2,Full
11,14,2000,11:40, ,1807-82705,Red-tailed,Imature,NA,367,965,24.8,24.1,217,220,NA,NA,3,Empty
11,14,2000,11:57, ,1177-04674,Red-tailed,Adult,NA,368,905,26.8,27,200,204,NA,NA,0,NA
11,18,2000,10:47, ,1177-04675,Red-tailed,Imature,NA,377,1125,25.3,29.5,220,226,NA,NA,2,Empty
11,20,2000,11:15, ,1177-04676,Red-tailed,Imature,NA,374,950,27.2,29.8,216,224,NA,NA,2,Full
11,21,2000,12:03, ,1177-04677,Red-tailed,Adult,NA,385,1195,27.3,30.9,216,227,NA,NA,3,Empty
9,3,2001,13:30, ,1177-04698,Red-tailed,Imature,NA,363,1005,25,31.6,222,226,NA,NA,2,Empty
9,9,2001,11:51, ,1142-19244,Sharp-shinned,Imature,Male,164,95,11.4,130,136,136,NA,NA,4,Empty
9,10,2001,9:39, ,2003-99323,Sharp-shinned,Adult,Female,199,175,12.3,15,142,149,NA,NA,4,Empty
9,10,2001,14:05, ,1177-04678,Red-tailed,Imature,NA,378,995,26.2,30,213,222,NA,NA,2,Empty
9,12,2001,11:03, ,803-05938,Sharp-shinned,Imature,Female,200,165,12.1,14.2,154,158,NA,NA,4,NA
9,12,2001,11:35, ,1207-72654,Red-tailed,Imature,NA,405,1170,29.25,39.8,226,230,NA,NA,2,Empty
9,13,2001,10:20, ,2003-99324,Sharp-shinned,Imature,Female,194,145,12,14.6,156,161,NA,NA,3,Empty
9,13,2001,11:00, ,2003-99325,Sharp-shinned,Imature,Female,190,175,12.4,15.2,160,159,NA,NA,1,NA
9,13,2001,13:03, ,2003-99326,Sharp-shinned,Imature,Female,195,170,13.1,14.8,149,161,NA,NA,2,Full
9,14,2001,10:35, ,1213-58903,Sharp-shinned,Imature,Male,161,105,10.3,11.2,131,135,NA,NA,3,Full
9,14,2001,13:05, ,1213-58904,Sharp-shinned,Imature,Male,168,95,10,11.4,137,139,NA,NA,3,NA
9,14,2001,13:55, ,1213-58905,Sharp-shinned,Imature,Male,160,95,9.8,10.8,126,132,NA,NA,2,Full
9,16,2001,14:00, ,1177-04679,Red-tailed,Imature,NA,392,1085,31.2,34.6,210,219,NA,NA,1,Empty
9,19,2001,10:11, ,2003-99327,Sharp-shinned,Imature,Female,201,165,12.3,14.8,165,168,NA,NA,4,Empty
9,19,2001,11:55, ,1207-72655,Red-tailed,Imature,NA,395,1115,27.4,32.7,235,240,NA,NA,1,Empty
9,20,2001,12:50, ,1207-72656,Red-tailed,Imature,NA,390,1195,27.6,33,222,228,NA,NA,1,NA
9,22,2001,9:45, ,1142-19245,Sharp-shinned,Imature,Male,161,100,9.8,11.9,129,132,NA,NA,3,Empty
9,22,2001,10:45, ,1705-24641,Coopers,Adult,Male,230,365,16.9,23.55,192,204,NA,NA,3,NA
9,22,2001,14:57, ,2003-99328,Sharp-shinned,Imature,Female,192,170,11.9,9.5,156,161,NA,NA,4,NA
9,24,2001,12:50, ,1213-58906,Sharp-shinned,Imature,Male,156,90,9.8,11.3,135,138,NA,NA,1,Empty
9,24,2001,14:20, ,1213-58907,Sharp-shinned,Imature,Male,158,95,10.7,11.1,129,136,NA,NA,2,Full
9,26,2001,10:15, ,1142-19246,Sharp-shinned,Imature,Male,167,115,9.8,11.4,131,135,NA,NA,3,Full
9,26,2001,12:20, ,804-00201,Sharp-shinned,Imature,Female,199,155,11.9,14.5,160,165,NA,NA,4,Empty
9,27,2001,13:40, ,1705-24642,Coopers,Imature,Female,320,229,17,21,195,199,NA,NA,2,Empty
9,30,2001,12:33, ,1207-72657,Red-tailed,Adult,NA,389,1165,29,33.1,223,226,NA,NA,2,Empty
10,2,2001,11:00, ,804-00202,Coopers,Imature,Male,227,155,17.1,21,192,204,NA,NA,1,NA
10,2,2001,13:15, ,804-00203,Coopers,Adult,Male,230,340,16.1,20.2,198,202,NA,NA,2,Empty
10,3,2001,10:29, ,2003-99329,Sharp-shinned,Adult,Female,199,180,12,15.5,152,159,NA,NA,4,Empty
10,5,2001,14:29, ,1177-04680,Red-tailed,Imature,NA,378,235,25.4,30.7,223,231,NA,NA,1,NA
10,9,2001,13:25, ,1142-19247,Sharp-shinned,Imature,Male,164,105,10.2,11.2,132,137,NA,NA,2,Full
10,9,2001,14:58, ,1207-72658,Red-tailed,Adult,NA,385,1085,27.5,30.8,216,226,NA,NA,2,NA
10,14,2001,9:36, ,1177-04681,Red-tailed,Imature,NA,369,970,26.1,30.4,207,212,NA,NA,2.5,Empty
10,14,2001,10:27, ,1177-04682,Red-tailed,Imature,NA,378,1030,28.5,31.9,218,223,NA,NA,2,Empty
10,14,2001,11:52, ,1177-04683,Red-tailed,Imature,NA,373,1015,25.5,29.6,215,335,NA,NA,2.5,Empty
10,14,2001,12:20, ,1177-04684,Red-tailed,Adult,NA,419,1030,29.2,31.5,224,229,NA,NA,2.5,Empty
10,14,2001,14:12, ,1177-04685,Red-tailed,Imature,NA,414,1215,26.4,29.2,242,232,NA,NA,2,Empty
10,15,2001,13:20, ,2003-99330,Sharp-shinned,Adult,Female,203,185,13.5,14.2,157,170,NA,NA,2.5,Empty
10,17,2001,9:50, ,1142-19248,Sharp-shinned,Adult,Male,162,95,10.2,11,119,121,NA,NA,3,NA
10,17,2001,10:36, ,1142-19249,Sharp-shinned,Imature,Male,165,95,10,11,130,138,NA,NA,3,Empty
10,17,2001,10:58, ,1142-19250,Sharp-shinned,Adult,Male,161,95,9.7,11,124,134,NA,NA,4,NA
10,17,2001,11:35, ,1142-19251,Sharp-shinned,Imature,Male,161,110,10.1,11.8,130,137,NA,NA,2,NA
10,17,2001,12:59, ,1177-04686,Red-tailed,Imature,NA,404,1170,28.4,32.8,237,240,NA,NA,1,Empty
10,17,2001,13:48, ,1142-19252,Sharp-shinned,Imature,Male,165,105,10.4,11.2,140,139,NA,NA,3,NA
10,17,2001,14:03, ,2003-99331,Sharp-shinned,Adult,Female,199,175,12.8,14.5,159,160,NA,NA,3,Empty
10,18,2001,9:24, ,1142-19253,Sharp-shinned,Imature,Male,171,95,10.9,11.7,138,145,NA,NA,3,Empty
10,18,2001,9:58, ,2003-99332,Sharp-shinned,Adult,Female,213,190,13.7,15.2,159,269,NA,NA,4,Empty
10,18,2001,10:11, ,1142-19254,Sharp-shinned,Adult,Male,169,105,10.2,11.8,136,142,NA,NA,3,Full
10,18,2001,10:35, ,1207-72659,Red-tailed,Imature,NA,379,1435,27.4,32.7,221,221,NA,NA,3,Empty
10,18,2001,12:00, ,1207-72660 ,Red-tailed,Imature,NA,407,1235,30.1,35.8,243,246,NA,NA,2,Empty
10,18,2001,12:42, ,1177-04689,Red-tailed,Imature,NA,376,1055,29.5,32.2,222,220,NA,NA,3,Empty
10,18,2001,13:56, ,1177-04688,Red-tailed,Imature,NA,380,1105,22,30.8,208,212,NA,NA,2,NA
10,18,2001,14:29, ,1142-19255,Sharp-shinned,Adult,Male,172,120,9.8,11.8,132,141,NA,NA,2,Full
10,18,2001,15:30, ,1207-72661,Red-tailed,Imature,NA,408,1390,28.4,32.7,245,243,NA,NA,1,NA
10,19,2001,11:53, ,1142-19256,Sharp-shinned,Adult,Male,167,105,10.3,10.8,131,138,NA,NA,2,Empty
10,19,2001,12:42, ,1177-04690,Red-tailed,Adult,NA,374,1080,26.5,31.3,206,214,NA,NA,3,Empty
10,21,2001,12:48, ,1177-04691,Red-tailed,Imature,NA,376,910,26.1,32.2,220,224,NA,NA,2,Empty
10,23,2001,10:55, ,1705-24643,Coopers,Imature,Female,258,490,18,24.2,214,214,NA,NA,2,Empty
10,23,2001,12:24, ,1807-66307,Red-tailed,Imature,NA,370,845,25,27.4,217,220,NA,NA,2,Empty
